Job Title,Job Description,Skills,Company,Location
Frontend Developer,"We are looking for a Frontend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Git, Node.js, NLP",Accenture,Hyderabad
Business Analyst,"We are looking for a Business Analyst at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Spark, Python, NLP, TensorFlow, Deep Learning",Accenture,Hyderabad
Data Analyst,"We are looking for a Data Analyst at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Linux, NLP, SQL, Tableau, Spark, Java",TechNova,Chennai
Backend Developer,"We are looking for a Backend Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Java, REST APIs, React, Power BI, Git, PyTorch",TCS,Remote
NLP Engineer,"We are looking for a NLP Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Node.js, TensorFlow, Python, JavaScript",Accenture,Bangalore
Backend Developer,"We are looking for a Backend Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Node.js, Power BI, React, Tableau, Kubernetes",StartupX,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, PyTorch, Linux, Machine Learning, SQL, Python",DataCorp,Bangalore
Software Engineer,"We are looking for a Software Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Power BI, Python, AWS, TensorFlow, Kubernetes, Deep Learning",Netflix,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Git, PyTorch, Python, Kubernetes",TechNova,Remote
AI Engineer,"We are looking for a AI Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Docker, Linux, JavaScript",Google,Pune
Frontend Developer,"We are looking for a Frontend Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, PyTorch, React, Power BI, Linux, NLP, Python",TCS,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, TensorFlow, AWS, NLP",Meta,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Kubernetes, Linux, Power BI, AWS, Java, React",Accenture,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Git, NLP, Deep Learning, Linux, TensorFlow",Google,Bangalore
Cloud Engineer,"We are looking for a Cloud Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Kubernetes, TensorFlow, JavaScript, Python, Deep Learning, PyTorch",Microsoft,Remote
Frontend Developer,"We are looking for a Frontend Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, JavaScript, Linux, React",TechNova,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, AWS, Docker, Kubernetes, Linux, SQL",StartupX,Hyderabad
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Deep Learning, JavaScript, REST APIs, Node.js",DataCorp,Mumbai
Backend Developer,"We are looking for a Backend Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Power BI, Node.js, PyTorch, Linux",Microsoft,Pune
Software Engineer,"We are looking for a Software Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Git, AWS, Kubernetes",Netflix,Pune
Data Analyst,"We are looking for a Data Analyst at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, REST APIs, Linux, Tableau, Git, JavaScript",Meta,Bangalore
Business Analyst,"We are looking for a Business Analyst at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Linux, Node.js, Machine Learning, Python, REST APIs, Deep Learning",Meta,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Node.js, AWS, Kubernetes",TCS,Remote
AI Engineer,"We are looking for a AI Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Kubernetes, REST APIs, Java, Node.js, Deep Learning",Accenture,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Docker, REST APIs, NLP",Microsoft,Bangalore
Backend Developer,"We are looking for a Backend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, NLP, REST APIs, Docker, Spark",Accenture,Mumbai
Frontend Developer,"We are looking for a Frontend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, TensorFlow, JavaScript, Deep Learning, PyTorch, Docker",Accenture,Hyderabad
Software Engineer,"We are looking for a Software Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Kubernetes, React, Power BI, Java",Infosys,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, PyTorch, Python, Docker, SQL",Netflix,Mumbai
Backend Developer,"We are looking for a Backend Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, PyTorch, Docker, Deep Learning",TechNova,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Power BI, JavaScript, Kubernetes, PyTorch, AWS",Netflix,Hyderabad
Data Scientist,"We are looking for a Data Scientist at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, React, Kubernetes, JavaScript, Docker",Netflix,Bangalore
Data Scientist,"We are looking for a Data Scientist at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, JavaScript, AWS, Java, React, Node.js",Infosys,Hyderabad
AI Engineer,"We are looking for a AI Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Deep Learning, React, JavaScript, Node.js, PyTorch",Infosys,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Git, SQL, PyTorch, Node.js, TensorFlow",Google,Mumbai
Data Analyst,"We are looking for a Data Analyst at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Machine Learning, AWS, Java, JavaScript, React, PyTorch",Google,Chennai
Backend Developer,"We are looking for a Backend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, React, NLP, SQL, Linux, Java",Cognizant,Mumbai
AI Engineer,"We are looking for a AI Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Power BI, Spark, TensorFlow, Node.js, Java, AWS",Google,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Docker, NLP, Kubernetes, JavaScript, Spark",TechNova,Remote
Business Analyst,"We are looking for a Business Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Linux, REST APIs, PyTorch, Java, Docker",Netflix,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, TensorFlow, Node.js, Machine Learning, SQL",DataCorp,Bangalore
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Machine Learning, AWS, Node.js, Docker, Python, Kubernetes",Meta,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Spark, Deep Learning, Linux, REST APIs, Python, Java",Google,Pune
Data Analyst,"We are looking for a Data Analyst at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Git, PyTorch, REST APIs, SQL, Docker",Cognizant,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Tableau, Machine Learning, Python, PyTorch",Cognizant,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Deep Learning, Spark, AWS, SQL, Python, Tableau",Meta,Remote
AI Engineer,"We are looking for a AI Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Java, SQL, Linux",Netflix,Remote
Backend Developer,"We are looking for a Backend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, JavaScript, Node.js, Linux, NLP",Google,Hyderabad
Data Analyst,"We are looking for a Data Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Power BI, Deep Learning, SQL",IBM,Mumbai
DevOps Engineer,"We are looking for a DevOps Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Linux, PyTorch, Tableau, Power BI, Git, Machine Learning",Accenture,Remote
AI Engineer,"We are looking for a AI Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Linux, SQL, Machine Learning, React, Tableau",Meta,Bangalore
Cloud Engineer,"We are looking for a Cloud Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, TensorFlow, Tableau, REST APIs, Linux, Python, Java",DataCorp,Hyderabad
Data Scientist,"We are looking for a Data Scientist at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Machine Learning, Docker, Node.js, Java",TechNova,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, JavaScript, NLP, SQL, Deep Learning, Power BI, React",Meta,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, React, TensorFlow, SQL, REST APIs, JavaScript, Deep Learning",Amazon,Chennai
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, AWS, PyTorch, Linux, Tableau, NLP",Google,Chennai
Data Scientist,"We are looking for a Data Scientist at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, React, JavaScript, Machine Learning, Docker, Python, TensorFlow",Google,Hyderabad
Data Scientist,"We are looking for a Data Scientist at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, SQL, NLP, Machine Learning",StartupX,Hyderabad
Data Scientist,"We are looking for a Data Scientist at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Node.js, JavaScript, Linux, Python, AWS, SQL",Google,Bangalore
AI Engineer,"We are looking for a AI Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Kubernetes, PyTorch, REST APIs, TensorFlow, NLP",AI Labs,Mumbai
Backend Developer,"We are looking for a Backend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, PyTorch, JavaScript, NLP, SQL",Accenture,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Docker, React, JavaScript, Node.js",Accenture,Chennai
DevOps Engineer,"We are looking for a DevOps Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Kubernetes, Power BI, Deep Learning, REST APIs, Python",TechNova,Chennai
Data Scientist,"We are looking for a Data Scientist at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Kubernetes, Tableau, AWS, Git, JavaScript",StartupX,Hyderabad
DevOps Engineer,"We are looking for a DevOps Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Tableau, Spark, PyTorch, Python",Infosys,Hyderabad
Business Analyst,"We are looking for a Business Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Spark, Kubernetes, PyTorch, SQL, REST APIs",TCS,Bangalore
Backend Developer,"We are looking for a Backend Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, SQL, Spark, JavaScript, Linux",StartupX,Bangalore
NLP Engineer,"We are looking for a NLP Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Java, Linux, PyTorch",TCS,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Git, TensorFlow, Node.js, Linux",Infosys,Remote
Backend Developer,"We are looking for a Backend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Docker, Spark, AWS",Cognizant,Remote
NLP Engineer,"We are looking for a NLP Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Docker, Spark, Java, Deep Learning",TechNova,Bangalore
Cloud Engineer,"We are looking for a Cloud Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, NLP, Python, Tableau, TensorFlow, Node.js",Amazon,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, PyTorch, REST APIs, React",IBM,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Python, Tableau, Deep Learning, NLP, REST APIs",Google,Pune
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, SQL, Git, Tableau, Power BI, JavaScript, Deep Learning",Amazon,Remote
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Linux, Deep Learning, JavaScript",Google,Chennai
Cloud Engineer,"We are looking for a Cloud Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Linux, Spark, Tableau, Machine Learning",IBM,Mumbai
Business Analyst,"We are looking for a Business Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, JavaScript, AWS, Python, Node.js, NLP",TCS,Remote
Frontend Developer,"We are looking for a Frontend Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, TensorFlow, Python, Docker, PyTorch",TechNova,Remote
AI Engineer,"We are looking for a AI Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, AWS, NLP, Docker, JavaScript, React",Accenture,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Docker, Power BI, Java, Linux, AWS",Infosys,Mumbai
Data Scientist,"We are looking for a Data Scientist at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Tableau, Spark, Docker, Power BI, NLP",Cognizant,Remote
Data Analyst,"We are looking for a Data Analyst at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Kubernetes, Linux, PyTorch, REST APIs, Machine Learning",AI Labs,Chennai
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, REST APIs, NLP, JavaScript, Docker, Python",TCS,Mumbai
Data Scientist,"We are looking for a Data Scientist at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Machine Learning, Git, AWS",Amazon,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, AWS, JavaScript, Machine Learning, PyTorch, Python",Netflix,Chennai
DevOps Engineer,"We are looking for a DevOps Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, AWS, TensorFlow, Docker, Java, React",TCS,Mumbai
NLP Engineer,"We are looking for a NLP Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Python, NLP, Deep Learning, Spark",Infosys,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, React, NLP, Git",Microsoft,Pune
Full Stack Developer,"We are looking for a Full Stack Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Java, Linux, Python, Deep Learning, Kubernetes, TensorFlow",AI Labs,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Java, Linux, JavaScript, Machine Learning, Spark",AI Labs,Remote
DevOps Engineer,"We are looking for a DevOps Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, AWS, Node.js, Power BI, Python, React, Machine Learning",Google,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Docker, React, JavaScript, Machine Learning, Node.js",Meta,Chennai
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, TensorFlow, Git, React",Amazon,Chennai
DevOps Engineer,"We are looking for a DevOps Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, JavaScript, Kubernetes, Power BI, TensorFlow, Java, Machine Learning",AI Labs,Chennai
Data Analyst,"We are looking for a Data Analyst at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Kubernetes, TensorFlow, Deep Learning, Power BI, PyTorch, React",Google,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, PyTorch, Spark, JavaScript",Netflix,Bangalore
Business Analyst,"We are looking for a Business Analyst at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Deep Learning, Linux, AWS, Kubernetes, Java",Cognizant,Bangalore
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Power BI, Docker, AWS, JavaScript, SQL",Infosys,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Docker, REST APIs, Linux, SQL, PyTorch, Python",Meta,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Tableau, JavaScript, SQL, Deep Learning, Git, AWS",Amazon,Mumbai
Data Scientist,"We are looking for a Data Scientist at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Node.js, Deep Learning, Git, Java",Meta,Bangalore
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, React, PyTorch, Java, NLP, Spark",DataCorp,Chennai
AI Engineer,"We are looking for a AI Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, PyTorch, React, REST APIs, SQL, Machine Learning",AI Labs,Pune
Frontend Developer,"We are looking for a Frontend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, React, SQL, AWS, Linux",Accenture,Remote
Backend Developer,"We are looking for a Backend Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Spark, Machine Learning, Deep Learning, Java",TCS,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Machine Learning, Spark, Linux",AI Labs,Hyderabad
Software Engineer,"We are looking for a Software Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Spark, Node.js, JavaScript, Tableau",Accenture,Hyderabad
DevOps Engineer,"We are looking for a DevOps Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Java, NLP, SQL, Kubernetes",TCS,Hyderabad
AI Engineer,"We are looking for a AI Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, NLP, React, REST APIs",DataCorp,Remote
Data Scientist,"We are looking for a Data Scientist at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, React, PyTorch, JavaScript, Tableau",Amazon,Pune
Data Analyst,"We are looking for a Data Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Linux, SQL, Docker",IBM,Hyderabad
Backend Developer,"We are looking for a Backend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Java, Machine Learning, Python",Cognizant,Bangalore
Data Scientist,"We are looking for a Data Scientist at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Java, React, SQL",Google,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Kubernetes, Machine Learning, React",Cognizant,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, NLP, Tableau, PyTorch, Machine Learning, React",StartupX,Mumbai
Business Analyst,"We are looking for a Business Analyst at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Tableau, SQL, NLP, Python",StartupX,Chennai
Software Engineer,"We are looking for a Software Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Git, Spark, Linux, Java, NLP",StartupX,Mumbai
Backend Developer,"We are looking for a Backend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, REST APIs, Spark, Machine Learning, Deep Learning, TensorFlow",Google,Pune
AI Engineer,"We are looking for a AI Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Deep Learning, TensorFlow, Python, Docker, AWS, Git",TechNova,Bangalore
Data Scientist,"We are looking for a Data Scientist at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Linux, Tableau, Spark, Node.js, Machine Learning",IBM,Chennai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Python, Node.js, REST APIs, React, Spark",StartupX,Pune
Software Engineer,"We are looking for a Software Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Tableau, Kubernetes, AWS, Node.js, Python, Machine Learning",TCS,Remote
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Java, Linux, JavaScript, Python, Docker",Amazon,Remote
Software Engineer,"We are looking for a Software Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Node.js, Linux, AWS, Kubernetes, REST APIs, Spark",Microsoft,Pune
Cloud Engineer,"We are looking for a Cloud Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Node.js, Linux, Docker, TensorFlow, React",TCS,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, PyTorch, Deep Learning, Machine Learning, Power BI, Node.js",TechNova,Remote
NLP Engineer,"We are looking for a NLP Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, React, SQL, Docker, AWS, Java",AI Labs,Mumbai
Business Analyst,"We are looking for a Business Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, TensorFlow, Power BI, Tableau, Git, Machine Learning, REST APIs",Netflix,Chennai
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, PyTorch, Tableau, Python, TensorFlow, Git, Java",IBM,Mumbai
DevOps Engineer,"We are looking for a DevOps Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, PyTorch, Git, Linux, AWS, Node.js",StartupX,Pune
NLP Engineer,"We are looking for a NLP Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Machine Learning, PyTorch, TensorFlow, Linux, Git, Java",Google,Pune
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Deep Learning, NLP, SQL, Docker",Amazon,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, NLP, Kubernetes, Tableau, Deep Learning",Accenture,Mumbai
Software Engineer,"We are looking for a Software Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, SQL, Machine Learning, Spark, Python, Node.js, Deep Learning",Meta,Hyderabad
Business Analyst,"We are looking for a Business Analyst at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Tableau, Kubernetes, Machine Learning, Spark",AI Labs,Mumbai
AI Engineer,"We are looking for a AI Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Machine Learning, Kubernetes, NLP",Cognizant,Mumbai
